Random_mean,Random_error,LHC_mean,LHC_error,OS_mean,OS_error,Sobol_mean,Sobol_error
1.5925,0.11913773382098553,1.3975,0.092792339015675,2.19375,0.07199790951826296,,
1.5426666666666649,0.08100896829339631,1.5527777777777771,0.05841632644271406,1.7131111111111064,0.051023503149232596,,
1.539199999999994,0.05047664529455191,1.497079999999996,0.034286924150811846,1.5646799999999934,0.01925284716503822,,
1.50216326530612,0.033826037970770356,1.5143673469387726,0.02272270293781096,1.5281632653061203,0.013367135818865589,,
1.5106859504132149,0.021466161197645384,1.5028429752066033,0.01515830666471421,1.5071404958677628,0.007919633607984726,,
1.506846153846154,0.018045230314882643,1.5106923076923087,0.012234027068001446,1.5133076923076947,0.006051731185244557,,
1.5161418685121109,0.014344530715161117,1.5111487889273356,0.00903533729617709,1.514207612456745,0.0038019033615027883,,
1.5137257617728528,0.012387553905390852,1.5132576177285297,0.008445370746532786,1.5118891966758963,0.0032647290918888083,,
1.512103969754254,0.00989312450226446,1.5147088846880918,0.006429704969319462,1.51360302457467,0.0029750558354829,,
1.5092211652794265,0.008330070383493038,1.510179548156952,0.0053623062761520264,1.5113543400713425,0.001734618845106525,,
1.510272632674297,0.007490513127539016,1.5114224765868882,0.005159698977720041,1.5114089490114484,0.0016558085515953097,,
1.5074967129291463,0.006483674898222671,1.5113520818115405,0.004275351593330099,1.5109722425127823,0.0014856652905498554,,
1.5091352194252603,0.003423618750941365,1.509106259746045,0.0023318711852749153,1.5104905324125637,0.0005957438587956965,,
1.5105717712410047,0.002821523675314021,1.510548794344149,0.0017552294114608026,1.5099842191642474,0.00040906015400335287,,
1.510902262206307,0.0022758709491264724,1.5099189448860166,0.0014553208937521111,1.5103209013887673,0.00032631973634227295,,
1.5108134690180604,0.0017159896793093332,1.5096643934146727,0.0011005499127985639,1.5103944269806617,0.00022615117284471845,,
1.5100828729281777,0.0013298779295806728,1.5102110436189373,0.0008817096006150844,1.510462623241048,0.0001581909495934076,,
,,,,,,1.586,0.15857487774802198
,,,,,,1.53725,0.09608823538706536
,,,,,,1.535625,0.054699535315668055
,,,,,,1.5185625,0.037640919670453014
,,,,,,1.5218125,0.02022174032724429
,,,,,,1.510640625,0.013150557507757739
,,,,,,1.511453125,0.007751055125301894
,,,,,,1.51246875,0.00495330543113795
,,,,,,1.511072265625,0.002942769794216898
,,,,,,1.5106025390625,0.0019275361128819983
,,,,,,1.509421875,0.0012304715575315235
,,,,,,1.509989990234375,0.0007983046037638678
,,,,,,1.51054541015625,0.00048338954201174487
,,,,,,1.5103629150390625,0.00029062666299413896
,,,,,,1.510234375,0.0001779524795506454
